Agents,Rounds,Rating,Kpr,Deaths,Dpr,HsPerc,Tier
raze,116,0.89,0.67,88,0.76,36.35,A
sova,59,0.82,0.61,48,0.81,49.39,S
astra,108,0.98,0.55,70,0.65,33.29,A
cypher,164,1.03,0.73,105,0.64,55.88,S
omen,26,0.99,0.85,20,0.77,28.36,A
vyse,57,0.97,0.58,32,0.56,44.8,A
deadlock,66,0.98,0.59,41,0.62,44.74,C
omen,177,0.82,0.5,115,0.65,33.44,A
deadlock,228,1.15,0.84,152,0.67,46.44,C
sage,130,0.88,0.59,90,0.69,50.62,A
gekko,108,1.01,0.7,74,0.69,23.75,A
sova,316,0.99,0.74,229,0.72,45.66,S
jett,104,0.91,0.79,85,0.82,21.39,S
neon,22,0.58,0.45,20,0.91,29.49,C
omen,66,1.02,0.67,44,0.67,54.37,A
raze,208,1.14,0.9,145,0.7,38.75,A
astra,62,0.98,0.55,33,0.53,31.87,A
omen,58,0.83,0.59,44,0.76,38.24,A
chamber,39,1.29,1.0,23,0.59,61.82,C
neon,58,0.98,0.86,49,0.84,27.23,C
raze,144,0.99,0.76,108,0.75,33.19,A
clove,20,0.49,0.5,18,0.9,49.78,S
cypher,34,0.82,0.56,25,0.74,54.54,S
omen,23,0.81,0.52,16,0.7,38.77,A
deadlock,52,0.93,0.67,43,0.83,30.15,C
sova,82,1.01,0.65,58,0.71,57.59,S
tejo,24,1.31,0.79,14,0.58,56.02,S
deadlock,21,0.78,0.62,16,0.76,45.55,C
sage,101,0.93,0.59,64,0.63,34.36,A
skye,18,0.45,0.33,15,0.83,36.27,C
sova,34,0.76,0.53,26,0.76,37.94,S
vyse,43,1.01,0.67,30,0.7,43.75,A
astra,48,0.92,0.58,30,0.62,52.45,A
cypher,363,1.01,0.65,226,0.62,48.58,S
omen,48,1.02,0.63,33,0.69,32.16,A
astra,21,0.73,0.62,17,0.81,50.73,A
neon,286,1.01,0.77,206,0.72,44.45,C
omen,233,1.15,0.76,159,0.68,47.66,A
raze,36,0.92,0.72,28,0.78,52.69,A
gekko,48,1.08,0.67,31,0.65,32.61,A
omen,257,1.02,0.63,163,0.63,40.97,A
sage,72,1.01,0.6,43,0.6,36.95,A
sova,67,0.79,0.55,51,0.76,26.88,S
tejo,61,0.77,0.57,48,0.79,42.15,S
deadlock,67,0.64,0.46,50,0.75,58.69,C
sova,286,0.98,0.6,183,0.64,26.16,S
vyse,72,0.73,0.46,54,0.75,38.34,A
jett,72,1.42,1.01,38,0.53,50.98,S
neon,24,1.31,0.88,13,0.54,45.46,C
cypher,16,0.58,0.5,15,0.94,36.57,S
deadlock,83,0.81,0.54,65,0.78,28.77,C
raze,74,0.81,0.66,59,0.8,42.06,A
vyse,28,1.48,0.89,13,0.46,39.17,A
chamber,28,1.48,1.0,17,0.61,27.6,C
gekko,18,0.98,0.72,12,0.67,51.4,A
sage,17,0.98,0.59,13,0.76,47.49,A
sova,82,1.08,0.82,67,0.82,42.05,S
cypher,21,0.91,0.62,16,0.76,41.95,S
jett,17,0.82,0.82,17,1.0,48.79,S
neon,16,0.33,0.38,15,0.94,38.07,C
cypher,60,0.57,0.4,49,0.82,44.67,S
neon,17,0.45,0.47,15,0.88,35.28,C
omen,87,0.88,0.56,65,0.75,50.1,A
skye,18,1.73,1.28,8,0.44,51.85,C
neon,43,0.63,0.6,35,0.81,41.07,C
omen,134,0.79,0.52,103,0.77,28.88,A
sova,61,0.75,0.49,43,0.7,41.6,S
omen,171,1.07,0.78,121,0.71,35.46,A
sova,30,0.85,0.47,18,0.6,34.79,S
sova,20,0.84,0.6,13,0.65,34.28,S
jett,30,1.44,1.07,19,0.63,37.13,S
sova,41,1.13,0.73,27,0.66,59.02,S
sage,41,0.77,0.54,30,0.73,50.21,A
vyse,226,1.15,0.75,138,0.61,57.98,A
omen,126,1.03,0.68,84,0.67,31.66,A
raze,256,1.18,0.87,179,0.7,43.67,A
sage,20,1.32,0.8,11,0.55,33.25,A
omen,188,0.94,0.62,127,0.68,35.19,A
cypher,60,1.24,0.85,37,0.62,36.19,S
vyse,178,1.08,0.72,111,0.62,52.16,A
skye,17,0.34,0.35,15,0.88,33.29,C
sova,138,0.91,0.62,96,0.7,49.15,S
gekko,17,0.58,0.41,13,0.76,42.85,A
sage,78,0.79,0.45,49,0.63,57.89,A
jett,117,1.18,0.9,86,0.74,31.24,S
neon,82,1.02,0.78,60,0.73,52.03,C
raze,117,1.14,0.79,84,0.72,51.31,A
cypher,56,1.4,0.91,34,0.61,36.43,S
deadlock,41,0.89,0.56,24,0.59,48.94,C
vyse,34,0.36,0.29,30,0.88,38.55,A
omen,79,0.7,0.42,49,0.62,37.42,A
sova,161,0.68,0.45,105,0.65,32.71,S
harbor,41,1.32,0.9,26,0.63,38.21,C
omen,41,1.18,0.93,29,0.71,60.02,A
raze,76,0.88,0.68,64,0.84,40.09,A
jett,64,1.55,1.17,37,0.58,53.32,S
neon,41,1.17,0.98,30,0.73,37.63,C
omen,113,1.04,0.65,76,0.67,34.9,A
deadlock,43,0.77,0.63,32,0.74,49.04,C
sage,58,1.03,0.64,36,0.62,30.64,A
sova,209,1.0,0.63,129,0.62,38.02,S
jett,82,1.16,0.84,55,0.67,43.31,S
neon,185,0.99,0.75,135,0.73,42.55,C
raze,38,0.69,0.55,27,0.71,38.39,A
omen,305,1.07,0.71,206,0.68,44.83,A
gekko,23,0.99,0.65,18,0.78,45.8,A
clove,23,0.54,0.39,19,0.83,43.14,S
neon,26,0.9,0.81,22,0.85,33.41,C
cypher,49,0.74,0.47,33,0.67,37.07,S
omen,49,1.13,0.84,36,0.73,52.12,A
sova,24,0.7,0.46,18,0.75,45.76,S
jett,24,1.52,1.13,17,0.71,34.64,S
omen,40,0.73,0.55,31,0.78,42.07,A
raze,16,0.25,0.38,15,0.94,20.45,A
neon,23,1.32,1.04,19,0.83,44.14,C
raze,26,1.5,1.08,20,0.77,59.82,A
omen,49,1.17,0.71,34,0.69,34.0,A
vyse,26,1.03,0.69,18,0.69,34.71,A
omen,24,0.82,0.46,16,0.67,45.35,A
jett,24,1.06,0.88,17,0.71,30.78,S
omen,16,1.64,0.94,5,0.31,41.86,A
vyse,16,1.17,0.75,9,0.56,47.79,A
raze,16,1.24,1.0,12,0.75,38.93,A
sova,24,0.86,0.67,18,0.75,38.81,S
astra,18,1.08,0.56,11,0.61,46.67,A
omen,44,1.3,0.77,27,0.61,46.19,A
gekko,18,1.0,0.67,15,0.83,42.19,A
cypher,44,1.22,0.86,29,0.66,40.61,S
vyse,18,1.1,0.78,14,0.78,44.52,A
neon,62,0.75,0.58,47,0.76,38.73,C
harbor,22,0.47,0.27,19,0.86,39.48,C
sova,22,1.18,0.86,16,0.73,38.78,S
jett,22,1.11,0.73,16,0.73,40.0,S
raze,20,1.67,1.2,13,0.65,38.88,A
sova,18,0.61,0.39,14,0.78,37.38,S
cypher,26,1.23,0.81,21,0.81,35.13,S
deadlock,44,0.42,0.39,39,0.89,27.87,C
skye,18,1.54,1.0,8,0.44,48.55,C
gekko,18,0.77,0.44,10,0.56,41.62,A
omen,44,0.83,0.55,33,0.75,45.76,A
neon,18,1.15,0.94,15,0.83,39.31,C
sage,26,1.32,1.04,21,0.81,47.18,A
omen,22,0.65,0.5,16,0.73,43.57,A
jett,22,1.82,1.41,13,0.59,52.94,S
raze,20,0.83,0.6,17,0.85,32.59,A
sova,22,0.8,0.41,13,0.59,40.57,S
omen,22,1.42,1.09,13,0.59,49.09,A
cypher,47,0.83,0.57,32,0.68,40.32,S
vyse,22,0.84,0.59,17,0.77,23.05,A
sova,47,1.26,0.83,34,0.72,43.82,S
neon,47,1.02,0.83,39,0.83,59.36,C
raze,22,0.98,0.82,18,0.82,38.76,A
omen,47,1.03,0.66,36,0.77,34.62,A
sova,23,1.02,0.7,16,0.7,44.39,S
cypher,46,1.19,0.87,30,0.65,46.0,S
cypher,23,0.83,0.65,17,0.74,50.12,S
neon,46,0.75,0.65,39,0.85,29.64,C
omen,69,1.08,0.68,43,0.62,47.69,A
deadlock,23,1.11,0.74,16,0.7,46.52,C
omen,22,0.62,0.45,17,0.77,37.2,A
cypher,36,0.74,0.53,27,0.75,42.01,S
vyse,22,1.28,0.73,14,0.64,50.42,A
sova,59,1.06,0.78,42,0.71,49.1,S
neon,59,0.9,0.76,48,0.81,31.98,C
raze,22,1.44,0.95,16,0.73,50.22,A
omen,59,1.01,0.63,37,0.63,40.74,A
gekko,23,0.88,0.61,17,0.74,40.76,A
sova,21,0.68,0.43,17,0.81,38.41,S
clove,23,0.64,0.52,21,0.91,36.72,S
cypher,21,0.66,0.48,17,0.81,47.85,S
neon,37,1.02,0.86,25,0.68,42.49,C
cypher,60,1.25,0.88,38,0.63,34.8,S
omen,81,1.08,0.65,49,0.6,38.55,A
omen,20,0.84,0.65,15,0.75,41.93,A
cypher,47,1.07,0.74,28,0.6,52.43,S
vyse,20,1.47,0.9,12,0.6,49.02,A
omen,47,1.01,0.72,32,0.68,34.96,A
jett,24,0.68,0.67,18,0.75,60.58,S
neon,23,0.9,0.78,17,0.74,44.0,C
raze,20,1.1,0.85,15,0.75,52.7,A
sova,47,1.14,0.74,29,0.62,41.23,S
cypher,47,0.97,0.62,34,0.72,44.71,S
raze,20,0.84,0.55,13,0.65,47.02,A
deadlock,47,0.96,0.55,31,0.66,49.97,C
sova,47,1.1,0.68,33,0.7,49.66,S
neon,23,1.0,0.78,19,0.83,48.14,C
omen,67,0.82,0.58,50,0.75,37.28,A
cypher,23,0.54,0.3,19,0.83,31.79,S
jett,42,0.95,0.69,33,0.79,43.24,S
neon,16,1.42,1.06,10,0.62,53.11,C
omen,58,1.04,0.64,41,0.71,38.94,A
sova,58,0.86,0.55,40,0.69,48.5,S
deadlock,23,0.61,0.52,17,0.74,50.9,C
omen,35,0.67,0.54,24,0.69,32.55,A
jett,19,1.06,0.89,14,0.74,36.28,S
neon,39,1.11,0.92,26,0.67,42.72,C
omen,23,0.77,0.43,12,0.52,42.6,A
sova,58,1.24,0.84,35,0.6,39.4,S
chamber,21,1.14,0.81,13,0.62,53.96,C
deadlock,14,1.11,0.57,4,0.29,46.77,C
cypher,14,1.45,1.14,6,0.43,48.28,S
sage,22,1.17,0.86,15,0.68,31.67,A
vyse,21,1.02,0.67,12,0.57,31.61,A
sova,43,1.23,0.81,27,0.63,45.31,S
jett,22,0.47,0.36,18,0.82,19.98,S
sage,14,2.54,1.64,4,0.29,62.18,A
omen,35,0.73,0.54,26,0.74,38.21,A
cypher,40,1.03,0.7,21,0.52,68.78,S
jett,24,1.09,0.79,17,0.71,60.68,S
neon,16,1.52,1.31,11,0.69,46.13,C
omen,40,0.84,0.68,28,0.7,40.35,A
sova,40,1.08,0.75,27,0.68,50.02,S
cypher,21,0.83,0.57,15,0.71,53.65,S
deadlock,21,0.69,0.57,17,0.81,26.12,C
omen,36,0.82,0.53,25,0.69,25.49,A
sova,43,1.01,0.6,28,0.65,35.82,S
jett,22,0.77,0.64,18,0.82,44.5,S
omen,21,0.9,0.48,14,0.67,43.41,A
raze,14,0.95,0.64,13,0.93,47.52,A
cypher,16,0.66,0.5,14,0.88,28.36,S
jett,24,0.74,0.71,20,0.83,21.93,S
omen,24,0.59,0.29,17,0.71,44.08,A
sova,16,0.49,0.38,15,0.94,29.65,S
omen,16,0.51,0.31,14,0.88,19.91,A
sova,24,1.29,0.96,18,0.75,44.76,S
cypher,24,0.43,0.33,19,0.79,43.33,S
deadlock,24,0.63,0.33,18,0.75,36.32,C
vyse,18,0.9,0.67,15,0.83,36.4,A
neon,18,0.96,0.67,15,0.83,38.79,C
sage,24,1.32,0.96,20,0.83,40.0,A
omen,42,1.04,0.69,30,0.71,30.44,A
neon,18,1.21,1.0,12,0.67,38.92,C
raze,24,1.32,1.0,15,0.62,49.21,A
omen,42,1.16,0.71,24,0.57,45.11,A
vyse,24,0.68,0.33,12,0.5,40.64,A
omen,23,1.03,0.78,16,0.7,34.24,A
omen,41,1.35,0.73,19,0.46,42.17,A
cypher,21,0.87,0.62,14,0.67,23.42,S
vyse,23,0.56,0.57,19,0.83,40.49,A
sova,41,1.42,0.98,19,0.46,57.55,S
neon,41,1.42,1.1,29,0.71,33.53,C
raze,49,1.1,0.78,36,0.73,37.27,A
omen,64,0.92,0.67,50,0.78,43.09,A
cypher,41,0.7,0.34,28,0.68,47.98,S
vyse,23,0.69,0.61,21,0.91,35.23,A
sova,41,0.83,0.66,33,0.8,34.66,S
jett,20,0.59,0.5,19,0.95,21.65,S
neon,21,0.37,0.38,19,0.9,37.43,C
raze,49,1.03,0.78,36,0.73,58.3,A
astra,19,0.9,0.63,15,0.79,42.2,A
deadlock,22,1.16,0.91,16,0.73,43.08,C
gekko,19,0.72,0.53,17,0.89,40.76,A
neon,41,0.56,0.54,35,0.85,38.51,C
omen,41,1.08,0.73,29,0.71,35.12,A
clove,18,1.14,0.72,10,0.56,49.31,S
neon,47,1.57,0.87,35,0.74,44.59,C
cypher,21,1.06,0.71,13,0.62,42.28,S
vyse,18,1.18,0.83,10,0.56,36.02,A
omen,39,1.06,0.82,28,0.72,52.87,A
cypher,41,1.03,0.71,26,0.63,47.38,S
gekko,19,1.25,0.79,9,0.47,39.72,A
neon,41,1.16,0.9,29,0.71,51.33,C
omen,41,1.19,0.66,23,0.56,38.14,A
omen,22,1.19,0.68,13,0.59,35.82,A
raze,40,0.99,0.83,29,0.72,36.46,A
vyse,22,0.99,0.59,14,0.64,26.61,A
chamber,20,1.75,1.2,10,0.5,51.77,C
cypher,18,1.17,0.83,12,0.67,28.29,S
vyse,20,1.12,0.85,12,0.6,33.87,A
sova,18,1.47,0.89,7,0.39,29.18,S
jett,18,1.16,0.72,10,0.56,42.03,S
raze,20,0.95,0.85,14,0.7,41.7,A
omen,38,1.31,0.71,19,0.5,40.49,A
cypher,17,1.11,0.53,6,0.35,34.16,S
deadlock,34,1.02,0.68,23,0.68,31.98,C
sova,37,0.62,0.46,27,0.73,42.47,S
harbor,20,0.67,0.4,15,0.75,33.6,C
omen,34,1.05,0.62,24,0.71,43.05,A
jett,20,1.38,1.05,14,0.7,37.82,S
cypher,18,0.98,0.83,14,0.78,43.51,S
omen,20,1.05,0.8,18,0.9,51.23,A
cypher,20,0.92,0.7,16,0.8,45.29,S
raze,18,0.6,0.5,16,0.89,34.58,A
sova,18,0.64,0.33,14,0.78,39.12,S
omen,18,1.17,0.67,12,0.67,39.41,A
sova,18,0.86,0.67,15,0.83,40.12,S
jett,44,1.04,0.7,29,0.66,39.12,S
neon,18,0.64,0.61,16,0.89,37.67,C
sova,37,0.74,0.57,28,0.76,41.32,S
neon,17,0.67,0.53,14,0.82,30.79,C
sova,16,0.57,0.38,15,0.94,28.15,S
cypher,21,0.78,0.52,16,0.76,28.01,S
deadlock,24,0.76,0.46,17,0.71,26.12,C
jett,16,0.73,0.63,15,0.94,29.04,S
neon,21,0.48,0.48,19,0.9,38.88,C
cypher,15,0.58,0.47,14,0.93,30.12,S
sova,15,1.0,0.6,12,0.8,43.71,S
jett,15,0.03,0.0,15,1.0,32.28,S
cypher,19,0.69,0.47,14,0.74,23.03,S
deadlock,19,1.3,0.84,12,0.63,48.6,C
skye,19,1.59,0.89,7,0.37,52.43,C
sova,40,1.12,0.7,25,0.62,34.09,S
clove,43,0.87,0.65,31,0.72,44.1,S
neon,18,0.48,0.44,15,0.83,30.91,C
cypher,61,1.32,0.92,37,0.61,45.1,S
sova,40,0.78,0.48,28,0.7,29.08,S
neon,19,1.15,0.95,12,0.63,30.12,C
deadlock,60,0.96,0.75,45,0.75,38.44,C
sova,60,1.31,0.88,41,0.68,42.37,S
neon,60,0.83,0.78,49,0.82,38.06,C
chamber,20,1.28,0.8,13,0.65,33.33,C
jett,16,1.58,1.31,10,0.62,44.94,S
neon,21,1.21,1.05,15,0.71,46.97,C
cypher,21,1.01,0.76,14,0.67,41.88,S
deadlock,68,0.97,0.63,44,0.65,42.56,C
sova,57,0.67,0.53,40,0.7,34.34,S
cypher,15,0.46,0.33,13,0.87,45.71,S
cypher,17,0.22,0.18,16,0.94,24.87,S
sova,22,0.7,0.41,15,0.68,42.56,S
jett,22,0.62,0.41,15,0.68,48.12,S
chamber,28,1.08,0.79,20,0.71,46.07,C
deadlock,20,1.09,0.75,17,0.85,39.08,C
jett,17,1.14,0.76,12,0.71,37.69,S
neon,20,0.46,0.35,16,0.8,45.39,C
sova,65,0.6,0.43,53,0.82,26.36,S
cypher,35,1.22,0.83,19,0.54,36.22,S
neon,23,0.64,0.43,14,0.61,36.24,C
sova,15,1.52,1.07,6,0.4,57.4,S
cypher,20,0.98,0.6,10,0.5,45.04,S
harbor,17,1.06,0.82,10,0.59,35.74,C
jett,17,1.31,1.0,11,0.65,42.32,S
neon,48,1.02,0.83,34,0.71,37.71,C
sova,65,1.35,0.83,35,0.54,38.3,S
sova,22,0.65,0.32,12,0.55,46.63,S
neon,22,1.2,0.82,14,0.64,32.11,C
cypher,23,1.13,0.96,16,0.7,56.87,S
sova,23,1.16,0.7,15,0.65,48.43,S
jett,23,1.55,1.09,14,0.61,54.75,S
cypher,21,0.72,0.57,18,0.86,35.12,S
deadlock,24,0.84,0.54,16,0.67,38.84,C
sova,67,0.74,0.54,49,0.73,28.09,S
jett,21,0.37,0.24,15,0.71,32.52,S
neon,46,1.32,1.04,32,0.7,48.75,C
harbor,28,1.1,0.64,17,0.61,51.89,C
cypher,19,1.27,0.74,7,0.37,35.58,S
sova,87,0.97,0.54,48,0.55,38.08,S
jett,28,1.14,0.82,21,0.75,40.99,S
neon,59,1.37,1.03,37,0.63,34.09,C
clove,66,0.78,0.55,51,0.77,44.07,S
neon,70,0.83,0.64,55,0.79,34.29,C
cypher,70,0.99,0.76,54,0.77,39.88,S
cypher,50,0.96,0.6,28,0.56,37.9,S
jett,50,1.33,0.92,33,0.66,37.61,S
neon,41,1.5,0.8,24,0.59,43.22,C
sova,110,1.09,0.69,74,0.67,39.82,S
cypher,38,0.88,0.58,27,0.71,37.15,S
deadlock,38,0.68,0.42,22,0.58,33.73,C
jett,28,0.86,0.71,21,0.75,43.66,S
sova,66,0.89,0.48,39,0.59,53.31,S
cypher,22,0.85,0.59,14,0.64,41.9,S
deadlock,23,1.05,0.61,14,0.61,49.19,C
sova,22,1.43,0.86,11,0.5,33.48,S
jett,22,0.7,0.68,17,0.77,41.9,S
cypher,23,0.58,0.35,16,0.7,29.12,S
cypher,24,0.56,0.42,16,0.67,27.02,S
deadlock,24,0.93,0.75,15,0.62,36.63,C
sova,46,1.02,0.63,29,0.63,50.8,S
neon,46,1.14,0.93,38,0.83,50.26,C
deadlock,22,0.76,0.41,13,0.59,41.32,C
sova,45,1.33,0.96,31,0.69,31.82,S
neon,45,0.77,0.62,36,0.8,38.23,C
sova,23,1.04,0.83,17,0.74,44.79,S
neon,45,1.12,0.73,30,0.67,43.34,C
cypher,30,0.96,0.83,22,0.73,27.71,S
sova,49,0.99,0.55,31,0.63,33.34,S
neon,19,0.91,0.63,17,0.89,38.67,C
clove,19,1.11,0.84,13,0.68,47.25,S
neon,36,0.89,0.78,30,0.83,23.59,C
cypher,36,1.08,0.78,26,0.72,40.74,S
cypher,28,0.61,0.46,20,0.71,40.06,S
sova,51,0.95,0.61,30,0.59,48.18,S
neon,92,1.38,1.02,63,0.68,50.3,C
sova,26,0.82,0.54,17,0.65,44.86,S
jett,26,1.19,0.85,15,0.58,37.46,S
chamber,23,0.86,0.74,17,0.74,26.22,C
deadlock,23,1.31,0.87,15,0.65,40.36,C
sova,46,1.2,0.87,34,0.74,50.79,S
skye,23,0.91,0.39,11,0.48,51.21,C
neon,65,0.8,0.69,51,0.78,46.34,C
deadlock,21,0.71,0.43,15,0.71,42.05,C
jett,26,0.81,0.58,19,0.73,43.0,S
skye,21,1.1,0.57,13,0.62,36.29,C
sova,26,0.71,0.42,17,0.65,37.96,S
chamber,18,0.81,0.56,14,0.78,52.71,C
sova,61,0.8,0.51,42,0.69,32.04,S
neon,43,1.15,0.88,33,0.77,55.56,C
chamber,19,0.67,0.58,16,0.84,36.5,C
deadlock,23,1.16,0.78,14,0.61,53.52,C
sova,75,1.3,0.8,43,0.57,32.19,S
neon,56,1.22,0.91,36,0.64,48.67,C
cypher,39,1.09,0.72,24,0.62,36.35,S
jett,18,1.03,0.89,13,0.72,31.82,S
sova,20,0.48,0.25,15,0.75,38.25,S
sova,18,1.31,0.78,8,0.44,52.36,S
cypher,28,0.9,0.61,20,0.71,33.66,S
sova,28,0.64,0.43,21,0.75,26.31,S
neon,28,1.26,1.07,22,0.79,43.65,C
cypher,42,0.81,0.55,34,0.81,38.32,S
deadlock,42,0.9,0.69,31,0.74,45.37,C
neon,22,1.61,1.32,17,0.77,54.64,C
sova,42,0.51,0.38,36,0.86,36.44,S
deadlock,22,1.52,1.05,13,0.59,60.62,C
neon,42,0.87,0.64,28,0.67,42.83,C
sova,42,1.22,0.79,27,0.64,40.01,S
sova,113,0.85,0.5,75,0.66,26.83,S
jett,23,1.55,1.09,14,0.61,43.92,S
neon,19,0.91,0.63,17,0.89,36.49,C
sova,44,0.86,0.57,33,0.75,47.38,S
clove,192,0.82,0.59,145,0.76,43.52,S
cypher,44,0.75,0.57,34,0.77,30.11,S
neon,342,0.87,0.7,268,0.78,42.14,C
cypher,387,1.11,0.79,260,0.67,47.91,S
cypher,36,0.66,0.53,32,0.89,50.4,S
deadlock,68,1.16,0.82,45,0.66,50.02,C
sova,124,0.93,0.63,88,0.71,46.71,S
jett,36,0.22,0.14,30,0.83,35.24,S
neon,129,0.93,0.75,95,0.74,44.69,C
cypher,37,0.6,0.46,32,0.86,47.72,S
sova,23,1.16,0.7,15,0.65,31.14,S
jett,46,0.62,0.54,30,0.65,37.4,S
deadlock,23,1.11,0.74,16,0.7,35.62,C
harbor,67,0.88,0.57,46,0.69,43.21,C
cypher,171,0.89,0.6,110,0.64,50.72,S
sova,349,1.13,0.74,215,0.62,37.66,S
jett,67,1.18,0.84,48,0.72,23.52,S
neon,282,1.15,0.92,209,0.74,39.98,C
neon,55,0.98,0.85,42,0.76,49.73,C
sova,16,0.57,0.38,15,0.94,40.58,S
sova,201,1.05,0.71,130,0.65,45.33,S
deadlock,47,0.9,0.53,31,0.66,37.78,C
cypher,240,0.9,0.6,153,0.64,30.65,S
jett,106,0.77,0.66,86,0.81,44.24,S
neon,200,1.18,0.92,147,0.74,36.61,C
chamber,20,1.75,1.2,10,0.5,65.47,C
cypher,19,0.69,0.47,14,0.74,43.34,S
deadlock,40,0.99,0.63,27,0.68,36.21,C
cypher,91,0.87,0.57,59,0.65,35.61,S
chamber,56,0.92,0.68,37,0.66,40.78,C
deadlock,131,0.72,0.53,92,0.7,37.78,C
skye,18,1.54,1.0,8,0.44,55.41,C
sova,237,1.11,0.68,146,0.62,43.33,S
cypher,80,0.98,0.66,60,0.75,34.75,S
jett,22,0.47,0.36,18,0.82,52.16,S
neon,177,1.17,0.8,129,0.73,42.55,C
skye,23,0.91,0.39,11,0.48,46.21,C
jett,44,1.04,0.7,29,0.66,36.85,S
neon,129,0.97,0.74,93,0.72,44.54,C
deadlock,142,0.82,0.65,101,0.71,43.31,C
cypher,21,0.83,0.57,15,0.71,24.9,S
sova,256,1.14,0.77,170,0.66,58.54,S
jett,107,1.15,0.83,80,0.75,52.63,S
neon,160,0.89,0.83,117,0.73,39.28,C
harbor,20,0.67,0.4,15,0.75,29.18,C
cypher,165,0.93,0.6,115,0.7,43.18,S
deadlock,229,0.91,0.6,151,0.66,41.41,C
sova,249,0.77,0.51,175,0.7,42.35,S
sova,51,0.79,0.53,36,0.71,41.15,S
cypher,113,0.96,0.65,73,0.65,45.35,S
jett,42,0.87,0.79,33,0.79,53.16,S
neon,41,0.64,0.51,30,0.73,43.8,C
sova,42,1.3,0.88,26,0.62,35.44,S
sova,46,0.83,0.54,31,0.67,50.94,S
jett,46,1.42,1.13,30,0.65,59.22,S
chamber,20,1.28,0.8,13,0.65,68.02,C
jett,64,1.2,0.97,45,0.7,35.11,S
neon,66,1.27,1.05,51,0.77,46.28,C
chamber,46,0.98,0.7,34,0.74,24.42,C
deadlock,44,1.0,0.75,32,0.73,46.09,C
cypher,24,0.56,0.42,16,0.67,34.45,S
sova,209,0.77,0.52,152,0.73,54.75,S
chamber,23,0.86,0.74,17,0.74,35.28,C
cypher,86,0.93,0.78,65,0.76,28.21,S
deadlock,23,1.31,0.87,15,0.65,39.73,C
sova,127,0.99,0.71,94,0.74,25.38,S
skye,40,1.33,0.73,20,0.5,49.31,C
sova,252,1.01,0.65,163,0.65,24.78,S
jett,17,1.14,0.76,12,0.71,42.15,S
neon,126,0.97,0.77,101,0.8,24.68,C
jett,136,1.04,0.76,95,0.7,39.44,S
neon,57,1.47,0.88,34,0.6,57.15,C
cypher,24,1.04,0.63,15,0.62,44.23,S
cypher,19,0.98,0.79,16,0.84,34.27,S
sova,43,1.21,0.74,27,0.63,42.11,S
neon,19,0.82,0.63,14,0.74,40.52,C
cypher,19,0.75,0.42,12,0.63,42.94,S
neon,19,1.95,1.42,10,0.53,39.03,C
sova,24,1.45,0.92,13,0.54,49.62,S
neon,24,0.96,0.75,19,0.79,19.54,C
cypher,38,1.08,0.76,32,0.84,35.84,S
neon,38,0.86,0.71,30,0.79,36.87,C
sova,38,0.61,0.45,34,0.89,42.45,S
cypher,24,1.02,0.79,18,0.75,42.08,S
deadlock,24,0.66,0.54,18,0.75,28.16,C
jett,21,1.51,1.1,14,0.67,37.76,S
sova,45,0.96,0.56,25,0.56,42.71,S
cypher,24,0.73,0.63,19,0.79,39.35,S
jett,45,1.03,0.78,34,0.76,37.09,S
sova,45,1.05,0.73,31,0.69,37.93,S
deadlock,45,0.86,0.69,30,0.67,47.11,C
neon,69,1.23,0.87,45,0.65,39.36,C
sova,43,1.01,0.56,22,0.51,40.82,S
tejo,26,0.99,0.73,19,0.73,58.82,S
skye,16,0.26,0.25,15,0.94,23.59,C
cypher,24,0.67,0.46,18,0.75,23.79,S
neon,24,1.25,0.88,16,0.67,49.71,C
cypher,24,1.26,0.75,14,0.58,37.43,S
cypher,22,1.07,0.59,14,0.64,38.23,S
sova,22,1.29,0.77,11,0.5,37.45,S
deadlock,46,0.66,0.59,36,0.78,37.58,C
neon,46,1.21,0.96,33,0.72,56.63,C
sova,22,1.25,0.86,15,0.68,49.58,S
tejo,24,0.46,0.21,15,0.62,44.04,S
sova,24,1.18,0.67,13,0.54,31.05,S
cypher,21,0.8,0.52,15,0.71,30.31,S
deadlock,21,0.77,0.62,17,0.81,17.01,C
sova,21,0.78,0.62,14,0.67,34.36,S
jett,21,1.33,0.9,13,0.62,51.69,S
sova,32,0.67,0.5,27,0.84,42.42,S
jett,32,0.85,0.56,23,0.72,38.07,S
sova,24,0.9,0.58,16,0.67,40.26,S
cypher,24,1.24,0.96,18,0.75,38.09,S
neon,23,1.18,0.96,19,0.83,44.6,C
sova,79,1.01,0.63,49,0.62,47.47,S
jett,32,1.29,1.0,23,0.72,31.31,S
neon,24,1.07,1.0,20,0.83,45.76,C
cypher,21,1.4,0.95,13,0.62,52.0,S
jett,16,0.62,0.63,16,1.0,34.98,S
sova,37,0.72,0.43,31,0.84,43.19,S
chamber,18,1.52,1.33,13,0.72,70.06,C
cypher,19,1.11,0.63,12,0.63,40.43,S
sova,37,1.2,0.76,21,0.57,46.19,S
cypher,37,1.07,0.7,24,0.65,35.9,S
jett,18,0.35,0.5,17,0.94,38.93,S
neon,19,1.13,0.84,13,0.68,46.64,C
sova,37,0.86,0.59,26,0.7,41.86,S
sova,16,1.68,1.0,6,0.38,38.8,S
cypher,22,1.43,0.91,13,0.59,46.03,S
tejo,20,0.94,0.75,15,0.75,53.2,S
neon,22,0.96,0.64,14,0.64,44.87,C
